date,Opening price,Highest price,Lowest price,Closing price,Volume(share),Turnover(RMB),Ups and downs,Change(%)
2007-09-06,5336.67,5412.32,5314.34,5393.66,11396962200,167026327552.0,82.94,1.56
2007-09-07,5381.19,5405.36,5269.25,5277.18,12701750900,188588212224.0,-116.48,-2.16
2007-09-10,5208.32,5356.86,5169.9,5355.29,10796161400,154584285184.0,78.11,1.48
2007-09-11,5362.94,5395.04,5093.92,5113.97,11663686200,171822088192.0,-241.32,-4.51
2007-09-12,5092.58,5192.3,5025.34,5172.63,10282261800,150850863104.0,58.66,1.15
2007-09-13,5193.41,5276.77,5178.87,5273.59,9161492000,142069612544.0,100.96,1.95
2007-09-14,5290.26,5324.44,5201.85,5312.18,9932279200,153444990976.0,38.59,0.73
2007-09-17,5309.06,5427.17,5307.77,5421.39,11142209300,168752234496.0,109.21,2.06
2007-09-18,5446.73,5458.58,5339.92,5425.21,10922061800,169712762880.0,3.82,0.07
2007-09-19,5439.02,5447.36,5336.07,5395.27,9380493200,151435739136.0,-29.94,-0.55
2007-09-20,5408.48,5482.42,5396.11,5470.06,9080711500,144378740736.0,74.79,1.39
2007-09-21,5482.51,5489.07,5363.35,5454.67,9689538800,151812390912.0,-15.39,-0.28
2007-09-24,5469.84,5506.06,5404.42,5485.01,8523355100,142787330048.0,30.34,0.56
2007-09-25,5500.27,5509.23,5396.48,5425.88,10047191000,142744076288.0,-59.13,-1.08
2007-09-26,5407.83,5463.9,5320.02,5338.52,6702698400,106440228864.0,-87.36,-1.61
2007-09-27,5338.11,5411.19,5306.82,5409.4,6192289800,96937123840.0,70.88,1.33
2007-09-28,5461.58,5560.42,5461.58,5552.3,8796076500,140776030208.0,142.9,2.64
2007-10-08,5683.31,5729.96,5620.0,5692.75,10340518100,157884465152.0,140.45,2.53
2007-10-09,5678.91,5725.41,5628.35,5715.89,8807837300,163700408320.0,23.14,0.41
2007-10-10,5742.65,5860.86,5727.24,5771.46,9931237700,167238828032.0,55.57,0.97
2007-10-11,5798.39,5914.77,5755.99,5913.23,9998892000,179414466560.0,141.77,2.46
2007-10-12,5950.9,5959.36,5658.81,5903.26,12667868400,221513154560.0,-9.97,-0.17
2007-10-15,5934.77,6039.04,5866.13,6030.09,10500774000,195297640448.0,126.83,2.15
2007-10-16,6056.95,6124.04,6040.71,6092.06,10117096100,166863077376.0,61.97,1.03
2007-10-17,6057.43,6088.89,5982.2,6036.28,8079831400,136196956160.0,-55.78,-0.92
2007-10-18,6031.92,6055.47,5804.97,5825.28,8101854800,133515902976.0,-211.0,-3.5
2007-10-19,5869.12,5932.11,5766.86,5818.05,6083193300,104879120384.0,-7.23,-0.12
2007-10-22,5742.79,5804.84,5654.91,5667.33,5963662400,97003675648.0,-150.72,-2.59
2007-10-23,5660.07,5776.02,5574.84,5773.39,6347904500,102723035136.0,106.06,1.87
2007-10-24,5804.02,5906.69,5793.56,5843.11,6722664200,110569775104.0,69.72,1.21
2007-10-25,5794.22,5819.88,5546.04,5562.39,7928367700,121939132416.0,-280.72,-4.8
2007-10-26,5498.86,5628.83,5462.01,5589.63,5701641600,88897290240.0,27.24,0.49
2007-10-29,5641.98,5750.25,5617.98,5748.0,5402679100,83125690368.0,158.37,2.83
2007-10-30,5769.2,5899.65,5701.34,5897.19,5858741000,91794628608.0,149.19,2.6
2007-10-31,5984.71,6002.12,5871.48,5954.77,7853311800,121443827712.0,57.58,0.98
2007-11-01,5978.94,6005.13,5912.5,5914.29,7143558000,112486318080.0,-40.48,-0.68
2007-11-02,5812.46,5860.59,5740.4,5777.81,6747069600,108116762624.0,-136.48,-2.31
2007-11-05,5748.18,5787.23,5603.47,5634.45,7251202800,157116137472.0,-143.36,-2.48
2007-11-06,5593.35,5649.75,5510.16,5536.57,5024631600,85072502784.0,-97.88,-1.74
2007-11-07,5565.65,5610.95,5469.76,5601.78,4734643500,77633839104.0,65.21,1.18
2007-11-08,5559.15,5559.15,5328.2,5330.02,5520661800,85617655808.0,-271.76,-4.85
2007-11-09,5276.01,5382.7,5217.63,5315.54,5221737100,82149277696.0,-14.48,-0.27
2007-11-12,5181.17,5250.08,5032.58,5187.73,5853897100,89103892480.0,-127.81,-2.4
2007-11-13,5239.34,5311.7,5085.44,5158.12,5451038100,84659576832.0,-29.61,-0.57
2007-11-14,5246.57,5414.61,5165.06,5412.69,5712251300,89809313792.0,254.57,4.94
2007-11-15,5391.02,5453.74,5338.9,5365.27,5190854000,82090065920.0,-47.42,-0.88
2007-11-16,5273.08,5335.51,5224.31,5316.27,4022714300,62442803200.0,-49.0,-0.91
2007-11-19,5325.3,5333.09,5240.42,5269.82,4434234900,63980818432.0,-46.45,-0.87
2007-11-20,5230.74,5338.17,5158.54,5293.7,5247539200,80335200256.0,23.88,0.45
2007-11-21,5307.79,5344.93,5206.57,5214.23,4509770700,67029024768.0,-79.47,-1.5
2007-11-22,5113.88,5154.86,4969.89,4984.16,4378722900,65695313920.0,-230.07,-4.41
2007-11-23,4946.26,5034.23,4896.99,5032.13,3346043800,50929704960.0,47.97,0.96
2007-11-26,5102.53,5124.89,4952.43,4958.85,4091765700,61209038848.0,-73.28,-1.46
2007-11-27,4919.91,4947.08,4857.04,4861.11,3355540400,53508235264.0,-97.74,-1.97
2007-11-28,4870.84,4907.76,4778.73,4803.39,3576371900,54130647040.0,-57.72,-1.19
2007-11-29,4870.86,5011.19,4814.78,5003.33,5539769000,82717097984.0,199.94,4.16
2007-11-30,4993.74,4993.74,4861.86,4871.78,4782097100,71871741952.0,-131.55,-2.63
2007-12-03,4838.56,4899.67,4798.01,4868.61,5640240900,70790135808.0,-3.17,-0.07
2007-12-04,4882.15,4971.4,4882.15,4915.89,4627372800,61797191680.0,47.28,0.97
2007-12-05,4917.37,5052.75,4893.32,5042.65,5858333100,81064591360.0,126.76,2.58
2007-12-06,5055.83,5065.51,4995.47,5035.07,4647104200,65496301568.0,-7.58,-0.15
2007-12-07,5038.48,5096.8,5021.37,5091.76,5346816700,72696922112.0,56.69,1.13
2007-12-10,5010.83,5168.76,4990.72,5161.92,7706398700,110027415552.0,70.16,1.38
2007-12-11,5180.54,5209.71,5103.75,5175.08,7221951300,108067323904.0,13.16,0.25
2007-12-12,5148.25,5149.93,5054.56,5095.54,7612896800,114179792896.0,-79.54,-1.54
2007-12-13,5078.18,5095.15,4954.36,4958.04,7195869300,106463698944.0,-137.5,-2.7
2007-12-14,4899.75,5011.2,4860.16,5007.91,5696027400,82762326016.0,49.87,1.01
2007-12-17,5007.29,5007.35,4874.62,4876.76,6723850800,102570074112.0,-131.15,-2.62
2007-12-18,4856.47,4905.49,4812.16,4836.17,4329809600,65682145280.0,-40.59,-0.83
2007-12-19,4878.07,4960.42,4868.35,4941.78,6167967100,87874953216.0,105.61,2.18
2007-12-20,4965.29,5050.79,4923.29,5043.54,6360515200,89459548160.0,101.76,2.06
2007-12-21,5017.19,5112.39,5013.76,5101.78,7320001000,105397952512.0,58.24,1.15
2007-12-24,5132.91,5284.34,5104.65,5234.26,9481511300,142797963264.0,132.48,2.6
2007-12-25,5233.17,5254.4,5178.8,5201.18,7647523100,126625972224.0,-33.08,-0.63
2007-12-26,5209.04,5262.59,5158.76,5233.35,8008894800,124458344448.0,32.17,0.62
2007-12-27,5248.22,5316.52,5203.5,5308.89,9403966200,149040463872.0,75.54,1.44
2007-12-28,5320.01,5336.5,5248.69,5261.56,8221757800,135155384320.0,-47.33,-0.89
2008-01-02,5265.0,5295.02,5201.89,5272.81,8179159500,134602448896.0,11.25,0.21
2008-01-03,5269.8,5321.46,5211.05,5319.86,10319498500,171876204544.0,47.05,0.89
2008-01-04,5328.41,5372.46,5318.46,5361.57,8583146300,147078250496.0,41.71,0.78
2008-01-07,5357.45,5403.35,5332.6,5393.34,9722391100,163781984256.0,31.77,0.59
2008-01-08,5414.56,5480.07,5344.65,5386.53,11111439700,187142127616.0,-6.81,-0.13
2008-01-09,5365.22,5437.76,5346.85,5435.81,8141162800,140814073856.0,49.28,0.91
2008-01-10,5449.16,5483.83,5407.31,5456.54,10005117000,175224569856.0,20.73,0.38
2008-01-11,5471.39,5500.06,5423.81,5484.68,9210335700,157237280768.0,28.14,0.52
2008-01-14,5507.58,5522.78,5456.93,5497.9,8232121500,143381479424.0,13.22,0.24
2008-01-15,5503.93,5505.04,5405.6,5443.79,8566602200,153082986496.0,-54.11,-0.98
2008-01-16,5395.28,5396.04,5288.77,5290.61,9640663900,164135845888.0,-153.18,-2.81
2008-01-17,5235.91,5312.29,5039.79,5151.63,10610085600,177042931712.0,-138.98,-2.63
2008-01-18,5141.37,5187.6,5093.13,5180.51,7262477600,119607205888.0,28.88,0.56
2008-01-21,5188.79,5200.93,4891.29,4914.44,8121169700,132078960640.0,-266.07,-5.14
2008-01-22,4818.0,4818.0,4511.95,4559.75,10233656200,157759029248.0,-354.69,-7.22
2008-01-23,4572.9,4705.07,4510.5,4703.05,9463412900,142249869312.0,143.3,3.14
2008-01-24,4753.44,4767.8,4625.46,4717.73,9526291200,150762700800.0,14.68,0.31
2008-01-25,4716.98,4806.89,4657.71,4761.69,8181217600,130598969344.0,43.96,0.93
2008-01-28,4720.56,4720.56,4409.08,4419.29,7388491700,110116282368.0,-342.4,-7.19
2008-01-29,4426.27,4517.6,4389.52,4457.94,5417826300,80738443264.0,38.65,0.87
2008-01-30,4505.63,4554.34,4330.7,4417.85,6024551800,94086209536.0,-40.09,-0.9
2008-01-31,4408.02,4487.32,4368.3,4383.39,4776954200,76952526848.0,-34.46,-0.78
2008-02-01,4388.25,4411.7,4195.75,4320.77,6363813200,97667948544.0,-62.62,-1.43
2008-02-04,4415.02,4672.21,4415.02,4672.17,6964300600,111003860992.0,351.4,8.13
2008-02-05,4622.54,4662.97,4550.43,4599.7,5739292300,94818975744.0,-72.47,-1.55
2008-02-13,4525.03,4547.54,4454.64,4490.72,3995759600,62446702592.0,-108.98,-2.37
2008-02-14,4527.05,4576.98,4507.94,4552.32,3772995300,58404564992.0,61.6,1.37
2008-02-15,4523.79,4523.79,4431.46,4497.13,4414367900,67817111552.0,-55.19,-1.21
2008-02-18,4546.75,4601.22,4517.6,4568.15,5906610300,93480919040.0,71.02,1.58
2008-02-19,4582.28,4665.55,4544.94,4664.29,6405907600,104352833536.0,96.14,2.1
2008-02-20,4682.59,4695.8,4556.81,4567.03,7076921700,116091912192.0,-97.26,-2.09
2008-02-21,4534.17,4568.21,4452.67,4527.18,6404859800,101123072000.0,-39.85,-0.87
2008-02-22,4500.38,4500.38,4333.03,4370.29,7159953500,111017394176.0,-156.89,-3.47
2008-02-25,4370.19,4391.33,4182.77,4192.53,6208339400,94015602688.0,-177.76,-4.07
2008-02-26,4302.73,4331.64,4123.31,4238.18,6011685000,91201667072.0,45.65,1.09
2008-02-27,4256.53,4360.7,4222.46,4334.05,5380963300,83929063424.0,95.87,2.26
2008-02-28,4343.28,4344.93,4265.5,4299.51,5005334200,76158115840.0,-34.54,-0.8
2008-02-29,4293.53,4364.81,4275.9,4348.54,5037673700,76290072576.0,49.03,1.14
2008-03-03,4323.7,4456.96,4279.35,4438.27,8230031700,126435745792.0,89.73,2.06
2008-03-04,4454.18,4472.15,4321.27,4335.45,9062411200,137015009280.0,-102.82,-2.32
2008-03-05,4316.25,4352.82,4210.96,4292.65,7760447100,114597371904.0,-42.8,-0.99
2008-03-06,4310.35,4427.5,4260.79,4360.99,8798778300,134105227264.0,68.34,1.59
2008-03-07,4315.81,4341.29,4265.83,4300.52,5895076900,92839313408.0,-60.47,-1.39
2008-03-10,4265.61,4265.61,4120.53,4146.3,6993128600,98590121984.0,-154.22,-3.59
2008-03-11,4121.65,4165.92,4063.47,4165.88,5450173500,80512311296.0,19.58,0.47
2008-03-12,4254.67,4272.98,4068.78,4070.12,6151684600,89896198144.0,-95.76,-2.3
2008-03-13,4033.32,4055.45,3902.25,3971.26,6840088300,97634836480.0,-98.86,-2.43
2008-03-14,3956.75,4000.78,3891.7,3962.67,4500255400,65252999168.0,-8.59,-0.22
2008-03-17,3941.26,3941.26,3813.0,3820.05,5370917800,74829529088.0,-142.62,-3.6
2008-03-18,3789.56,3862.77,3607.25,3668.9,6589399600,81612464128.0,-151.15,-3.96
2008-03-19,3746.05,3813.89,3677.82,3761.6,6838048200,90049495040.0,92.7,2.53
2008-03-20,3721.5,3857.62,3516.33,3804.05,8130517900,108378193920.0,42.45,1.13
2008-03-21,3790.11,3838.06,3746.4,3796.58,6984940500,97684840448.0,-7.47,-0.2
2008-03-24,3830.35,3840.48,3624.94,3626.19,6388730400,89829679104.0,-170.39,-4.49
2008-03-25,3559.94,3659.21,3521.53,3629.62,5729050100,79029911552.0,3.43,0.09
2008-03-26,3644.13,3698.32,3591.11,3606.86,5215238100,71975567360.0,-22.76,-0.63
2008-03-27,3541.28,3541.28,3407.9,3411.49,6282451300,78981308416.0,-195.37,-5.42
2008-03-28,3378.63,3590.75,3357.23,3580.15,7207228300,92592537600.0,168.66,4.94
2008-03-31,3465.91,3555.82,3445.56,3472.71,5436268100,68640899072.0,-107.44,-3.0
2008-04-01,3461.08,3493.13,3308.9,3329.16,6312193000,75158724608.0,-143.55,-4.13
2008-04-02,3370.6,3464.53,3283.64,3347.88,7699864300,89264840704.0,18.72,0.56
2008-04-03,3323.43,3456.95,3271.29,3446.24,6433359800,69535432704.0,98.36,2.94
2008-04-07,3418.52,3613.48,3386.51,3599.62,7480489900,87820918784.0,153.38,4.45
2008-04-08,3604.26,3656.96,3563.85,3612.54,8001183800,95736848384.0,12.92,0.36
2008-04-09,3585.85,3606.89,3413.07,3413.91,7406405700,84327055360.0,-198.63,-5.5
2008-04-10,3378.14,3474.31,3344.87,3471.74,5563980500,61769162752.0,57.83,1.69
2008-04-11,3498.55,3517.82,3462.14,3492.89,5112084900,60504002560.0,21.15,0.61
2008-04-14,3419.05,3427.88,3285.3,3296.67,6044056700,69055168512.0,-196.22,-5.62
2008-04-15,3282.57,3349.76,3212.15,3348.35,5367917500,60781285376.0,51.68,1.57
2008-04-16,3349.93,3363.22,3283.08,3291.6,4888291000,54863761408.0,-56.75,-1.69
2008-04-17,3286.41,3352.95,3180.2,3222.74,5315527400,63861792768.0,-68.86,-2.09
2008-04-18,3200.57,3203.71,3078.17,3094.67,5188632400,56131940352.0,-128.07,-3.97
2008-04-21,3305.15,3305.17,3073.56,3116.98,7528783000,82837012480.0,22.31,0.72
2008-04-22,3076.72,3148.73,2990.79,3147.79,5816639100,60716236800.0,30.81,0.99
2008-04-23,3116.41,3296.72,3089.89,3278.33,7808467100,88492941312.0,130.54,4.15
2008-04-24,3539.87,3593.2,3461.64,3583.03,16966917000,195649044480.0,304.7,9.29
2008-04-25,3572.55,3658.55,3527.84,3557.75,15420006000,190282809344.0,-25.28,-0.71
2008-04-28,3497.38,3530.91,3460.25,3474.72,8841325000,111746670592.0,-83.03,-2.33
2008-04-29,3457.35,3544.23,3453.28,3523.41,7659170800,101578973184.0,48.69,1.4
2008-04-30,3545.57,3705.09,3543.02,3693.11,12911672300,161106083840.0,169.7,4.82
2008-05-05,3739.8,3768.22,3696.7,3761.01,11499852300,150966435840.0,67.9,1.84
2008-05-06,3735.85,3786.02,3680.99,3733.5,11205971100,151242506240.0,-27.51,-0.73
2008-05-07,3716.45,3774.07,3577.99,3579.15,10308497300,136399388672.0,-154.35,-4.13
2008-05-08,3538.92,3658.05,3523.02,3656.84,8418365700,110892400640.0,77.69,2.17
2008-05-09,3682.96,3693.16,3552.47,3613.49,9817983000,131298230272.0,-43.35,-1.19
2008-05-12,3548.61,3668.86,3521.88,3626.98,8834168800,118699851776.0,13.49,0.37
2008-05-13,3515.71,3615.06,3508.32,3560.24,10087725400,125025714176.0,-66.74,-1.84
2008-05-14,3549.67,3661.97,3549.67,3657.43,9832093900,124791881728.0,97.19,2.73
2008-05-15,3676.84,3706.72,3636.22,3637.32,9077603700,114218278912.0,-20.11,-0.55
2008-05-16,3637.64,3661.07,3582.5,3624.23,6998738500,90742628352.0,-13.09,-0.36
2008-05-19,3615.59,3624.84,3563.61,3604.76,5254578600,68517859328.0,-19.47,-0.54
2008-05-20,3601.55,3632.01,3432.38,3443.16,7376692600,90722025472.0,-161.6,-4.48
2008-05-21,3414.34,3560.53,3355.08,3544.19,8376752200,99018006528.0,101.03,2.93
2008-05-22,3493.07,3558.02,3469.79,3485.63,7414104400,95302877184.0,-58.56,-1.65
2008-05-23,3473.8,3521.39,3435.84,3473.09,6482760100,77333258240.0,-12.54,-0.36
2008-05-26,3442.29,3443.99,3361.99,3364.54,5813510400,68308221952.0,-108.55,-3.13
2008-05-27,3355.11,3383.68,3333.95,3375.41,4679121200,56160784384.0,10.87,0.32
2008-05-28,3382.77,3486.33,3354.25,3459.03,5869165500,70076055552.0,83.62,2.48
2008-05-29,3447.77,3481.73,3400.77,3401.44,5585947000,68294279168.0,-57.59,-1.66
2008-05-30,3414.25,3450.49,3390.88,3433.35,5232130800,65749811200.0,31.91,0.94
2008-06-02,3426.2,3483.61,3400.72,3459.04,5264306400,62747365376.0,25.69,0.75
2008-06-03,3456.58,3469.06,3409.23,3436.4,6038212700,70230212608.0,-22.64,-0.65
2008-06-04,3424.04,3428.47,3341.74,3369.91,5234853300,60168523776.0,-66.49,-1.93
2008-06-05,3355.93,3376.34,3326.54,3351.65,4493221100,54021586944.0,-18.26,-0.54
2008-06-06,3362.0,3371.28,3312.72,3329.67,3780021100,43365924864.0,-21.98,-0.66
2008-06-10,3202.11,3215.5,3045.06,3072.33,5938862700,62415892480.0,-257.34,-7.73
2008-06-11,3042.16,3064.2,2992.35,3024.24,5436753600,55685844992.0,-48.09,-1.57
2008-06-12,3011.56,3031.06,2900.12,2957.53,5742647800,58265063424.0,-66.71,-2.21
2008-06-13,2960.91,2976.45,2865.5,2868.8,4616639800,46155796480.0,-88.73,-3.0
2008-06-16,2876.29,2917.81,2811.72,2874.1,4674683900,44405219328.0,5.3,0.18
2008-06-17,2873.13,2893.47,2769.12,2794.75,4879788500,44910469120.0,-79.35,-2.76
2008-06-18,2772.37,2945.42,2729.71,2941.11,7775513900,71191887872.0,146.36,5.24
2008-06-19,2921.72,2921.72,2742.15,2748.87,6534965300,61215207424.0,-192.24,-6.54
2008-06-20,2811.08,2917.32,2695.63,2831.74,8486369100,81265934336.0,82.87,3.01
2008-06-23,2780.15,2813.14,2741.19,2760.42,4692052100,43002003456.0,-71.32,-2.52
2008-06-24,2747.32,2817.17,2728.83,2803.02,5718581800,51376959488.0,42.6,1.54
2008-06-25,2794.04,2910.48,2784.42,2905.01,7405221000,69090459648.0,101.99,3.64
2008-06-26,2904.09,2931.31,2851.12,2901.85,7448713200,70785744896.0,-3.16,-0.11
2008-06-27,2809.31,2822.26,2723.16,2748.43,7016120800,63328923648.0,-153.42,-5.29
2008-06-30,2724.4,2766.8,2693.4,2736.1,4411286400,41533038592.0,-12.33,-0.45
2008-07-01,2743.16,2753.33,2644.78,2651.6,4545335900,43905654784.0,-84.5,-3.09
2008-07-02,2656.04,2700.9,2627.9,2651.73,4509152500,44432654336.0,0.13,0.0
2008-07-03,2610.81,2746.37,2566.53,2703.53,7750564900,75813789696.0,51.8,1.95
2008-07-04,2691.21,2713.48,2645.83,2669.89,6268723500,62998798336.0,-33.64,-1.24
2008-07-07,2673.55,2801.53,2673.55,2792.4,8603402900,83685466112.0,122.51,4.59
2008-07-08,2805.61,2843.6,2754.62,2814.95,9025634600,89334693888.0,22.55,0.81
2008-07-09,2838.86,2920.55,2838.86,2920.55,10866648700,108045819904.0,105.6,3.75
2008-07-10,2879.62,2952.04,2862.06,2875.45,10082167600,101415804928.0,-45.1,-1.54
2008-07-11,2863.81,2888.29,2821.31,2856.63,7176636100,71145299968.0,-18.82,-0.65
2008-07-14,2837.5,2895.3,2828.24,2878.26,6083579500,60569268224.0,21.63,0.76
2008-07-15,2886.11,2896.33,2769.91,2779.45,7905311300,76793765888.0,-98.81,-3.43
2008-07-16,2753.9,2765.15,2656.61,2705.87,6856885300,61778382848.0,-73.58,-2.65
2008-07-17,2747.95,2773.28,2676.15,2684.78,5828233700,52725891072.0,-21.09,-0.78
2008-07-18,2711.74,2785.53,2665.91,2778.37,6560251800,60511907840.0,93.59,3.49
2008-07-21,2759.88,2865.06,2745.64,2861.42,7677095800,71576371200.0,83.05,2.99
2008-07-22,2852.44,2868.62,2830.76,2846.12,6827122700,66338271232.0,-15.3,-0.53
2008-07-23,2870.93,2887.58,2831.11,2837.85,6843807300,65612361728.0,-8.27,-0.29
2008-07-24,2861.81,2912.7,2849.1,2910.29,8119795000,79690645504.0,72.44,2.55
2008-07-25,2875.77,2888.58,2851.93,2865.1,6834350200,65009225728.0,-45.19,-1.55
2008-07-28,2883.76,2924.45,2883.76,2903.01,6857990400,65692971008.0,37.91,1.32
2008-07-29,2868.01,2868.01,2827.7,2850.31,6356436100,60232458240.0,-52.7,-1.82
2008-07-30,2884.59,2894.37,2822.19,2836.67,5388453300,49918976000.0,-13.64,-0.48
2008-07-31,2844.65,2848.0,2774.1,2775.72,4962227100,44583202816.0,-60.95,-2.15
2008-08-01,2751.02,2830.76,2721.95,2801.82,5527527000,51919024128.0,26.1,0.94
2008-08-04,2782.99,2793.26,2738.85,2741.74,4056864200,38238068736.0,-60.08,-2.14
2008-08-05,2751.2,2762.26,2684.73,2690.75,4665985200,43297644544.0,-50.99,-1.86
2008-08-06,2711.6,2743.11,2678.86,2719.37,4544254600,42039746560.0,28.62,1.06
2008-08-07,2717.5,2742.71,2691.35,2727.58,4467109300,39637925888.0,8.21,0.3
2008-08-08,2724.43,2725.93,2595.92,2605.72,5610597900,47712079872.0,-121.86,-4.47
2008-08-11,2595.9,2601.5,2453.71,2470.07,5478100500,42844749824.0,-135.65,-5.21
2008-08-12,2445.22,2484.75,2430.85,2457.2,4236157800,32029138944.0,-12.87,-0.52
2008-08-13,2440.52,2458.77,2370.74,2446.3,4736793600,36403412992.0,-10.9,-0.44
2008-08-14,2432.2,2454.25,2409.01,2437.08,3529716700,28403265536.0,-9.22,-0.38
2008-08-15,2434.41,2476.86,2414.57,2450.61,3601437400,27989790720.0,13.53,0.56
2008-08-18,2451.78,2455.5,2318.93,2319.87,5898174800,36722548736.0,-130.74,-5.33
2008-08-19,2297.25,2355.93,2284.58,2344.47,4417670400,28610168832.0,24.6,1.06
2008-08-20,2332.48,2523.47,2306.66,2523.28,8480749400,60957536256.0,178.81,7.63
2008-08-21,2484.49,2518.44,2431.05,2431.72,7098770600,53633613824.0,-91.56,-3.63
2008-08-22,2414.46,2426.71,2362.09,2405.23,5162737100,37283508224.0,-26.49,-1.09
2008-08-25,2408.09,2443.99,2382.29,2413.37,3764558500,27531059200.0,8.14,0.34
2008-08-26,2384.95,2403.02,2327.22,2350.08,4529968600,32064673792.0,-63.29,-2.62
2008-08-27,2343.88,2385.99,2310.46,2342.15,4531321600,33348857856.0,-7.93,-0.34
2008-08-28,2341.96,2374.25,2333.03,2350.14,3952897000,29470752768.0,7.99,0.34
2008-08-29,2361.05,2420.85,2352.1,2397.37,5355802100,38529044480.0,47.23,2.01
2008-09-01,2380.47,2380.47,2311.73,2325.14,4073747300,29435975680.0,-72.23,-3.01
2008-09-02,2312.1,2329.01,2284.92,2304.89,3814553600,26620530688.0,-20.25,-0.87
2008-09-03,2301.94,2321.53,2248.07,2276.67,4750094600,33348651008.0,-28.22,-1.22
2008-09-04,2270.52,2295.35,2249.12,2277.41,3820246800,26499125248.0,0.74,0.03
2008-09-05,2224.53,2238.32,2199.36,2202.45,4447566000,28820690944.0,-74.96,-3.29
2008-09-08,2210.34,2220.55,2135.38,2143.42,4339710700,28520380416.0,-59.03,-2.68
2008-09-09,2152.28,2161.35,2114.5,2145.78,3549247100,22466340864.0,2.36,0.11
2008-09-10,2131.8,2185.69,2102.91,2150.76,4516104800,29456232448.0,4.98,0.23
2008-09-11,2143.4,2148.12,2070.43,2078.98,4264841800,28111945728.0,-71.78,-3.34
2008-09-12,2077.55,2104.63,2064.29,2079.67,3478774500,23388651520.0,0.69,0.03
2008-09-16,2049.81,2049.81,1974.39,1986.64,5397078300,34970591232.0,-93.03,-4.47
2008-09-17,1971.94,1999.95,1922.68,1929.05,5254362000,32954255360.0,-57.59,-2.9
2008-09-18,1876.12,1942.85,1802.33,1895.84,7820570300,45074661376.0,-33.21,-1.72
2008-09-19,2067.64,2075.09,2043.32,2075.09,6986654300,43064377344.0,179.25,9.45
2008-09-22,2241.72,2269.73,2164.8,2236.41,16532643700,117651898368.0,161.32,7.77
2008-09-23,2209.12,2253.4,2181.96,2201.51,11528990500,80024895488.0,-34.9,-1.56
2008-09-24,2133.1,2218.29,2116.96,2216.81,7421192900,50525556736.0,15.3,0.69
2008-09-25,2214.58,2333.28,2211.45,2297.5,12005483300,86660661248.0,80.69,3.64
2008-09-26,2304.12,2310.45,2246.28,2293.78,9083841400,68700659712.0,-3.72,-0.16
2008-10-06,2267.39,2267.39,2172.57,2173.74,6969784000,48758124544.0,-120.04,-5.23
2008-10-07,2101.09,2183.0,2072.9,2157.84,6697459400,48741806080.0,-15.9,-0.73
2008-10-08,2095.91,2127.08,2059.09,2092.22,5885931000,41995943936.0,-65.62,-3.04
2008-10-09,2125.57,2130.87,2063.41,2074.58,5336961000,37129539584.0,-17.64,-0.84
2008-10-10,1995.96,2027.83,1963.18,2000.57,6354458500,39809122304.0,-74.01,-3.57
2008-10-13,1978.56,2074.47,1931.47,2073.57,6844838200,43693867008.0,73.0,3.65
2008-10-14,2139.06,2146.73,2016.18,2017.32,8113189500,55378788352.0,-56.25,-2.71
2008-10-15,1995.89,2013.49,1963.1,1994.67,4789686100,30599856128.0,-22.65,-1.12
2008-10-16,1916.13,1943.32,1901.5,1909.94,5983780600,36300410880.0,-84.73,-4.25
2008-10-17,1921.84,1941.3,1902.6,1930.65,4573607300,27025104896.0,20.71,1.08
2008-10-20,1924.18,1979.84,1890.92,1974.01,5405759200,33403203584.0,43.36,2.25
2008-10-21,1978.67,1996.66,1956.11,1958.53,6231889900,39814922240.0,-15.48,-0.78
2008-10-22,1932.68,1950.79,1894.31,1895.82,5389998000,33102391296.0,-62.71,-3.2
2008-10-23,1851.26,1879.85,1828.31,1875.56,5400450100,33803272192.0,-20.26,-1.07
2008-10-24,1875.63,1888.1,1825.53,1839.62,5163450100,32432211968.0,-35.94,-1.92
2008-10-27,1809.22,1809.22,1721.6,1723.35,5862543400,33206155264.0,-116.27,-6.32
2008-10-28,1671.4,1786.44,1664.93,1771.82,7303701700,41329201152.0,48.47,2.81
2008-10-29,1786.2,1795.09,1719.33,1719.81,6268312800,36688990208.0,-52.01,-2.94
2008-10-30,1732.77,1788.2,1710.73,1763.61,6575044800,36862255104.0,43.8,2.55
2008-10-31,1754.21,1765.68,1721.59,1728.79,4661169300,25911035904.0,-34.82,-1.97
2008-11-03,1713.76,1750.32,1702.98,1719.77,4077956000,23730438144.0,-9.02,-0.52
2008-11-04,1707.93,1717.1,1678.96,1706.7,4428353900,24396869632.0,-13.07,-0.76
2008-11-05,1716.22,1788.26,1716.22,1760.61,7009610000,38776291328.0,53.91,3.16
2008-11-06,1720.42,1728.22,1703.1,1717.72,5148849800,27749832704.0,-42.89,-2.44
2008-11-07,1686.52,1762.23,1680.6,1747.71,5478737200,29615239168.0,29.99,1.75
2008-11-10,1782.31,1876.16,1782.31,1874.8,10735083300,58898997248.0,127.09,7.27
2008-11-11,1872.07,1887.8,1840.92,1843.61,10305960000,58341392384.0,-31.19,-1.66
2008-11-12,1820.44,1863.9,1815.08,1859.11,7525860200,42248237056.0,15.5,0.84
2008-11-13,1837.27,1942.9,1825.88,1927.61,13742397000,80347234304.0,68.5,3.68
2008-11-14,1943.96,1987.26,1921.84,1986.44,14796296500,90179010560.0,58.83,3.05
